tca	ncbi	ko	tcapathway	tcapathname
663325	XP_974471	K00831	tca00270	Cysteine and methionine metabolism - Tribolium castaneum (red flour beetle)
663325	XP_974471	K00831	tca00750	Vitamin B6 metabolism - Tribolium castaneum (red flour beetle)
663325	XP_974471	K00831	tca01100	
663325	XP_974471	K00831	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663325	XP_974471	K00831	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
663325	XP_974471	K00831	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663326	XP_974472			
663327	XP_974473	K09292		
663328	XP_974474	K16599		
663329	XP_015834524			
663330	XP_008192638	K23406	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
663331	XP_974477	K22366		
663332	XP_008193880			
663333	XP_974479	K17681		
663334	XP_008194671	K05011		
663335	XP_008194855	K18170		
663336	XP_015837107	K12399	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
663337	NP_001158356	K04513	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
663337	NP_001158356	K04513	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
663337	NP_001158356	K04513	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
663337	NP_001158356	K04513	tca04350	TGF-beta signaling pathway - Tribolium castaneum (red flour beetle)
663339	XP_015838177			
663340	XP_008197009	K00858	tca00760	Nicotinate and nicotinamide metabolism - Tribolium castaneum (red flour beetle)
663340	XP_008197009	K00858	tca01100	
663340	XP_008197009	K00858	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663341	XP_015838433	K23728		
663342	XP_015839037	K01793	tca00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Tribolium castaneum (red flour beetle)
663342	XP_015839037	K01793	tca01100	
663343	XP_008198295	K00953	tca00740	Riboflavin metabolism - Tribolium castaneum (red flour beetle)
663343	XP_008198295	K00953	tca01100	
663343	XP_008198295	K00953	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663344	XP_015840297	K16726		
663345	XP_015839977	K08836		
663346	XP_008190591	K11270		
663347	XP_974492	K02449		
663348	XP_974493			
663349	XP_008191867	K20641		
663350	NP_001103247	K05312		
663351	XP_008193147	K16796		
663354	XP_008194669	K00605	tca00260	Glycine, serine and threonine metabolism - Tribolium castaneum (red flour beetle)
663354	XP_008194669	K00605	tca00630	Glyoxylate and dicarboxylate metabolism - Tribolium castaneum (red flour beetle)
663354	XP_008194669	K00605	tca00670	One carbon pool by folate - Tribolium castaneum (red flour beetle)
663354	XP_008194669	K00605	tca00785	Lipoic acid metabolism - Tribolium castaneum (red flour beetle)
663354	XP_008194669	K00605	tca01100	
663354	XP_008194669	K00605	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663356	XP_008195817	K06766	tca04350	TGF-beta signaling pathway - Tribolium castaneum (red flour beetle)
663357	NP_001164093	K07198	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
663357	NP_001164093	K07198	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
663357	NP_001164093	K07198	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
663357	NP_001164093	K07198	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
663358	XP_974503			
663360	XP_974504			
663362	XP_974506	K10843	tca03022	Basal transcription factors - Tribolium castaneum (red flour beetle)
663362	XP_974506	K10843	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
663363	XP_008191870	K17608	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
663364	XP_974508	K09443		
663365	XP_008193736	K10345		
663366	XP_008194351	K19219		
663367	XP_974511	K08856		
663368	XP_008194862	K05122	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
663369	XP_974513	K15442		
663370	XP_008196392	K22291		
663371	XP_008195200	K18060		
663372	XP_008195448	K06265	tca04512	ECM-receptor interaction - Tribolium castaneum (red flour beetle)
663372	XP_008195448	K06265	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
663373	XP_974517	K06698	tca03050	Proteasome - Tribolium castaneum (red flour beetle)
663374	XP_008198099	K23553	tca00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Tribolium castaneum (red flour beetle)
663375	XP_008198296			
663376	XP_974520	K12827	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
663378	XP_015832958	K14548	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
663379	XP_015833285	K00161	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
663379	XP_015833285	K00161	tca00020	Citrate cycle (TCA cycle) - Tribolium castaneum (red flour beetle)
663379	XP_015833285	K00161	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
663379	XP_015833285	K00161	tca00785	Lipoic acid metabolism - Tribolium castaneum (red flour beetle)
663379	XP_015833285	K00161	tca01100	
663379	XP_015833285	K00161	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663379	XP_015833285	K00161	tca01210	2-Oxocarboxylic acid metabolism - Tribolium castaneum (red flour beetle)
663380	XP_974524	K03094	tca03083	Polycomb repressive complex - Tribolium castaneum (red flour beetle)
663380	XP_974524	K03094	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
663380	XP_974524	K03094	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663380	XP_974524	K03094	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
663380	XP_974524	K03094	tca04341	Hedgehog signaling pathway - fly - Tribolium castaneum (red flour beetle)
663380	XP_974524	K03094	tca04350	TGF-beta signaling pathway - Tribolium castaneum (red flour beetle)
663381	XP_974525	K23845		
663382	XP_974526	K20303		
663383	XP_974527	K02370	tca00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Tribolium castaneum (red flour beetle)
663383	XP_974527	K02370	tca01100	
663384	XP_974528	K06134	tca00130	Ubiquinone and other terpenoid-quinone biosynthesis - Tribolium castaneum (red flour beetle)
663384	XP_974528	K06134	tca01100	
663384	XP_974528	K06134	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663386	XP_008195830	K09275		
663387	XP_976450	K26052		
663388	XP_976451			
663389	XP_008198299	K03128	tca03022	Basal transcription factors - Tribolium castaneum (red flour beetle)
663390	XP_008201210			
663391	XP_967559	K01689	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
663391	XP_967559	K01689	tca01100	
663391	XP_967559	K01689	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663391	XP_967559	K01689	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
663391	XP_967559	K01689	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
663391	XP_967559	K01689	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
663392	XP_015840925			
663393	XP_008201148	K14676	tca00564	Glycerophospholipid metabolism - Tribolium castaneum (red flour beetle)
663394	XP_001815546	K15141		
663396	XP_015834522	K12614	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
663397	XP_008192641	K10134		
663398	XP_015834708	K04967	tca04745	Phototransduction - fly - Tribolium castaneum (red flour beetle)
663399	XP_015835457	K03841	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
663399	XP_015835457	K03841	tca00030	Pentose phosphate pathway - Tribolium castaneum (red flour beetle)
663399	XP_015835457	K03841	tca00051	Fructose and mannose metabolism - Tribolium castaneum (red flour beetle)
663399	XP_015835457	K03841	tca01100	
663399	XP_015835457	K03841	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663401	XP_974541	K15131		
663402	XP_974542	K08635		
663404	XP_008194856	K01017	tca00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Tribolium castaneum (red flour beetle)
663405	XP_008195826			
663406	XP_974546	K03952	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
663406	XP_974546	K03952	tca01100	
663407	XP_008195201	K21286		
663408	XP_015836976			
663409	XP_008196814	K14555	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
663411	XP_008198092	K20315		
663412	XP_974552	K14823		
663413	NP_001280523			
663414	XP_008201144	K01930	tca00790	Folate biosynthesis - Tribolium castaneum (red flour beetle)
663414	XP_008201144	K01930	tca01100	
663414	XP_008201144	K01930	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663414	XP_008201144	K01930	tca04981	Folate transport and metabolism - Tribolium castaneum (red flour beetle)
663415	XP_008190945	K08202		
663416	XP_974555	K15101		
663417	XP_015834518	K10649		
663418	XP_015834846			
663420	XP_008194350	K08635		
663421	XP_008194680	K13504	tca04130	SNARE interactions in vesicular transport - Tribolium castaneum (red flour beetle)
663422	XP_008195824	K14033		
663423	XP_008196236			
663424	XP_015836678	K00889	tca00562	Inositol phosphate metabolism - Tribolium castaneum (red flour beetle)
663424	XP_015836678	K00889	tca01100	
663424	XP_015836678	K00889	tca04070	Phosphatidylinositol signaling system - Tribolium castaneum (red flour beetle)
663424	XP_015836678	K00889	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
663425	NP_001103248			
663426	XP_974565	K00026	tca00020	Citrate cycle (TCA cycle) - Tribolium castaneum (red flour beetle)
663426	XP_974565	K00026	tca00270	Cysteine and methionine metabolism - Tribolium castaneum (red flour beetle)
663426	XP_974565	K00026	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
663426	XP_974565	K00026	tca00630	Glyoxylate and dicarboxylate metabolism - Tribolium castaneum (red flour beetle)
663426	XP_974565	K00026	tca01100	
663426	XP_974565	K00026	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663427	XP_008198101	K07817		
663428	XP_974567	K14538	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
663430	XP_008201154	K24629		
663431	XP_008201627	K11142	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
663431	XP_008201627	K11142	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
663431	XP_008201627	K11142	tca01100	
663432	XP_008190947	K20045		
663433	XP_015834363			
663434	XP_008191876	K00109	tca00650	Butanoate metabolism - Tribolium castaneum (red flour beetle)
663434	XP_008191876	K00109	tca01100	
663435	XP_974574	K16576	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
663436	XP_008192874			
663437	XP_974575	K13443	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
663438	XP_008193739			
663439	XP_008193877	K01273		
663440	XP_008194353	K08635		
663441	XP_015836330	K03870	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
663442	XP_008196395	K10408	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
663443	XP_008195208	K20630		
663444	XP_974582	K13352	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
663445	NP_001103249			
663446	XP_974584			
663447	XP_967870	K19176		
663448	XP_008201375	K02503		
663450	XP_008191695	K08049	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
663450	XP_008191695	K08049	tca01100	
663450	XP_008191695	K08049	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
663451	XP_008191748	K00109	tca00650	Butanoate metabolism - Tribolium castaneum (red flour beetle)
663451	XP_008191748	K00109	tca01100	
663452	XP_974589	K01551	tca03060	Protein export - Tribolium castaneum (red flour beetle)
663453	XP_974590	K13443	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
663454	XP_974591	K04487	tca00730	Thiamine metabolism - Tribolium castaneum (red flour beetle)
663454	XP_974591	K04487	tca01100	
663454	XP_974591	K04487	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663454	XP_974591	K04487	tca04122	Sulfur relay system - Tribolium castaneum (red flour beetle)
663455	XP_974592			
663458	XP_008195209			
663459	XP_974595	K21486		
663460	NP_001103250			
663461	XP_008198104	K08360		
663462	XP_008198300	K24643		
663463	XP_015839882	K22984		
663464	XP_974600	K07827	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
663464	XP_974600	K07827	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
663464	XP_974600	K07827	tca04137	Mitophagy - animal - Tribolium castaneum (red flour beetle)
663464	XP_974600	K07827	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
663464	XP_974600	K07827	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
663464	XP_974600	K07827	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
663464	XP_974600	K07827	tca04214	Apoptosis - fly - Tribolium castaneum (red flour beetle)
663464	XP_974600	K07827	tca04320	Dorso-ventral axis formation - Tribolium castaneum (red flour beetle)
663465	XP_008190598			
663466	XP_008191697			
663467	XP_974603	K23552	tca00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Tribolium castaneum (red flour beetle)
663468	XP_008192123	K21413		
663469	XP_974605	K02219		
663470	XP_974606	K17080		
663471	XP_008193741			
663472	XP_974608	K10571	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
663473	XP_974609	K08635		
663474	XP_974610			
663477	XP_015837014	K08371		
663478	XP_008196816	K26157	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
663479	XP_974614			
663480	XP_974615	K00875	tca00040	Pentose and glucuronate interconversions - Tribolium castaneum (red flour beetle)
663480	XP_974615	K00875	tca01100	
663481	XP_974616	K03354	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
663482	XP_974617	K11251	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
663483	XP_968724			
663484	XP_008201155	K20163		
663485	NP_001107798	K18417		
663487	XP_974621			
663488	XP_974622	K17434		
663489	XP_015834942	K16569		
663490	XP_008192124			
663492	NP_001073624	K13103		
663493	XP_974627	K09660		
663494	XP_008193742			
663495	XP_974629	K01796	tca01100	
663495	XP_974629	K01796	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
663498	XP_976455			
663499	XP_974632	K08371		
663500	XP_974633	K12839	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
663501	XP_974634	K03537	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
663502	XP_974635	K11984	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
663503	XP_008201376	K04428	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
663503	XP_008201376	K04428	tca04624	Toll and Imd signaling pathway - Tribolium castaneum (red flour beetle)
663504	XP_974637	K12819	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
663505	XP_974638			
663506	XP_974639	K17407		
663507	XP_974640	K04482	tca03440	Homologous recombination - Tribolium castaneum (red flour beetle)
663507	XP_974640	K04482	tca03460	Fanconi anemia pathway - Tribolium castaneum (red flour beetle)
663508	NP_001164308			
663509	XP_008192126	K08031		
663510	XP_974643	K08515	tca04130	SNARE interactions in vesicular transport - Tribolium castaneum (red flour beetle)
663511	XP_008192881	K10158	tca00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Tribolium castaneum (red flour beetle)
663511	XP_008192881	K10158	tca00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Tribolium castaneum (red flour beetle)
663511	XP_008192881	K10158	tca01100	
663512	XP_974645			
663513	XP_008193872	K18666		
663516	XP_008195822	K10357	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
663518	XP_974651	K13190		
663519	XP_974652	K08371		
663520	XP_974653	K03010	tca03020	RNA polymerase - Tribolium castaneum (red flour beetle)
663520	XP_974653	K03010	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
663521	XP_008201382	K12076	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
663522	XP_974655	K08288	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663523	XP_974656	K11142	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
663523	XP_974656	K11142	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
663523	XP_974656	K11142	tca01100	
663524	XP_974657	K17423		
663525	XP_974658			
663526	XP_015834728	K12493	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
663527	XP_974660	K19269	tca00630	Glyoxylate and dicarboxylate metabolism - Tribolium castaneum (red flour beetle)
663527	XP_974660	K19269	tca01100	
663527	XP_974660	K19269	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663528	XP_008192643	K26153		
663529	XP_015835027	K13194		
663531	XP_974664	K01358		
663532	XP_974665			
663533	XP_008194358	K04514	tca04350	TGF-beta signaling pathway - Tribolium castaneum (red flour beetle)
663534	XP_008194676	K13356	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
663535	XP_008195213	K14011	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663537	XP_974670			
663538	XP_008198302			
663539	XP_008201396	K24997		
663540	XP_008201159	K06059	tca04148	Efferocytosis - Tribolium castaneum (red flour beetle)
663540	XP_008201159	K06059	tca04330	Notch signaling pathway - Tribolium castaneum (red flour beetle)
663542	XP_974674	K02258	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
663542	XP_974674	K02258	tca01100	
663543	XP_974675	K14709		
663544	XP_008191698	K23297		
663545	XP_008192885			
663546	XP_974678	K15382		
663547	XP_015836150	K01965	tca00280	Valine, leucine and isoleucine degradation - Tribolium castaneum (red flour beetle)
663547	XP_015836150	K01965	tca00630	Glyoxylate and dicarboxylate metabolism - Tribolium castaneum (red flour beetle)
663547	XP_015836150	K01965	tca00640	Propanoate metabolism - Tribolium castaneum (red flour beetle)
663547	XP_015836150	K01965	tca01100	
663547	XP_015836150	K01965	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663548	XP_008193870			
663549	XP_008194361	K05761		
663550	XP_008195835	K24764		
663551	XP_008196402	K18050		
663552	XP_974684	K00444	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
663552	XP_974684	K00444	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
663553	XP_008195453			
663554	XP_015838532			
663555	XP_974687	K03036	tca03050	Proteasome - Tribolium castaneum (red flour beetle)
663556	XP_008198303			
663557	NP_001135819	K23034		
663558	XP_008201158	K14801		
663559	XP_015840718	K05313		
663560	XP_015832961	K18630		
663561	XP_974693	K14709		
663562	XP_008191702	K02966	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
663563	XP_008192645	K26153		
663564	XP_974696	K14289	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
663565	XP_008193745	K19678		
663566	XP_974698	K01262		
663567	XP_974699	K06571		
663568	XP_974700	K01889	tca00970	Aminoacyl-tRNA biosynthesis - Tribolium castaneum (red flour beetle)
663569	XP_974701	K10280		
663570	XP_008195456	K12600	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
663571	XP_015838448	K21894		
663572	XP_974704	K00164	tca00020	Citrate cycle (TCA cycle) - Tribolium castaneum (red flour beetle)
663572	XP_974704	K00164	tca00785	Lipoic acid metabolism - Tribolium castaneum (red flour beetle)
663572	XP_974704	K00164	tca01100	
663572	XP_974704	K00164	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663572	XP_974704	K00164	tca01210	2-Oxocarboxylic acid metabolism - Tribolium castaneum (red flour beetle)
663573	XP_008198304	K06997		
663575	XP_015840467	K00167	tca00280	Valine, leucine and isoleucine degradation - Tribolium castaneum (red flour beetle)
663575	XP_015840467	K00167	tca00640	Propanoate metabolism - Tribolium castaneum (red flour beetle)
663575	XP_015840467	K00167	tca00785	Lipoic acid metabolism - Tribolium castaneum (red flour beetle)
663575	XP_015840467	K00167	tca01100	
663575	XP_015840467	K00167	tca01210	2-Oxocarboxylic acid metabolism - Tribolium castaneum (red flour beetle)
663576	XP_974708	K15115		
663577	XP_974709	K17659		
663578	XP_974710			
663579	XP_008190957	K14709		
663580	XP_008191699	K16462		
663581	XP_974713			
663582	XP_008192652	K01892	tca00970	Aminoacyl-tRNA biosynthesis - Tribolium castaneum (red flour beetle)
663583	XP_974716	K10755	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
663583	XP_974716	K10755	tca03410	Base excision repair - Tribolium castaneum (red flour beetle)
663583	XP_974716	K10755	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
663583	XP_974716	K10755	tca03430	Mismatch repair - Tribolium castaneum (red flour beetle)
663584	XP_008193746	K14050		
663585	XP_008193869	K25458		
663586	XP_008194363	K10478		
663587	XP_015836365			
663588	XP_008196404	K18211		
663589	XP_015836848	K05752		
663591	NP_001107793	K09317		
663595	XP_974728	K11317		
663596	XP_008190599	K18764		
663597	XP_974730	K15191		
663599	XP_974732	K24928		
663600	XP_008193747	K12181		
663601	XP_008194364	K17335		
663602	XP_008194678	K22647		
663603	XP_008195833	K26167	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
663604	XP_974737	K00939	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
663604	XP_974737	K00939	tca00730	Thiamine metabolism - Tribolium castaneum (red flour beetle)
663604	XP_974737	K00939	tca01100	
663604	XP_974737	K00939	tca01232	Nucleotide metabolism - Tribolium castaneum (red flour beetle)
663604	XP_974737	K00939	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663605	XP_974738	K11468	tca03083	Polycomb repressive complex - Tribolium castaneum (red flour beetle)
663608	XP_008197478			
663609	XP_974741	K20185		
663610	XP_015840464	K14999		
663611	XP_008201162	K12817	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
663612	XP_974744	K10100	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663613	XP_008190604	K05012		
663614	XP_015834729	K06091	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
663615	XP_008191892	K21893		
663616	XP_974748			
663617	XP_008192655	K04908		
663618	XP_008193748	K12618	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
663618	XP_008193748	K12618	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
663619	XP_015835797	K11974		
663620	XP_974752	K02357		
663621	XP_008195838	K14649	tca03022	Basal transcription factors - Tribolium castaneum (red flour beetle)
663622	XP_008196407	K26539		
663623	XP_974755			
663625	XP_974756	K20351		
663626	XP_015839253			
663627	XP_008201397	K16533		
663628	XP_974759	K00286	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
663628	XP_974759	K00286	tca01100	
663628	XP_974759	K00286	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
663629	XP_974760			
663631	XP_008190958	K27391		
663632	XP_974763	K06927		
663633	XP_974764	K09228		
663634	XP_008192657			
663635	XP_008193751	K26682		
663636	XP_976459			
663637	XP_015835679	K10408	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
663638	XP_974768	K01283		
663639	XP_974769	K09521	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663640	XP_015836695	K18745		
663641	XP_015836850	K11266		
663642	XP_976460			
663643	XP_008197479	K04170	tca04080	Neuroactive ligand-receptor interaction - Tribolium castaneum (red flour beetle)
663644	XP_008198111	K07525		
663646	XP_974775			
663647	XP_974776	K00286	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
663647	XP_974776	K00286	tca01100	
663647	XP_974776	K00286	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
663648	XP_974777			
663649	XP_008190612	K14552	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
663650	XP_974779	K27391		
663651	XP_008192135	K02940	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
663652	XP_008192660	K24342		
663653	XP_015835773	K08835		
663654	XP_008196413	K23294		
663655	XP_008195215			
663656	XP_008195458	K00002	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
663656	XP_008195458	K00002	tca00040	Pentose and glucuronate interconversions - Tribolium castaneum (red flour beetle)
663656	XP_008195458	K00002	tca00053	Ascorbate and aldarate metabolism - Tribolium castaneum (red flour beetle)
663656	XP_008195458	K00002	tca00561	Glycerolipid metabolism - Tribolium castaneum (red flour beetle)
663656	XP_008195458	K00002	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
663656	XP_008195458	K00002	tca01100	
663656	XP_008195458	K00002	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663657	NP_001280522	K04170	tca04080	Neuroactive ligand-receptor interaction - Tribolium castaneum (red flour beetle)
663658	XP_974787	K02916	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
663659	XP_015840465	K11806		
663660	XP_008190611	K03255		
663661	XP_974790	K10688	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
663662	XP_008192133	K16685	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
663662	XP_008192133	K16685	tca04392	Hippo signaling pathway - multiple species - Tribolium castaneum (red flour beetle)
663663	XP_974792	K09481	tca03060	Protein export - Tribolium castaneum (red flour beetle)
663663	XP_974792	K09481	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663663	XP_974792	K09481	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
663664	XP_974793	K09086		
663665	XP_974794	K20477		
663666	XP_974795	K20362		
663667	XP_015836693			
663668	XP_015836849	K02209	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
663669	XP_008196827			
663670	XP_974799	K16746		
663671	XP_008198305	K17785		
663672	XP_008201398	K18080		
663674	XP_008190613			
663675	XP_974804	K15759	tca00920	Sulfur metabolism - Tribolium castaneum (red flour beetle)
663675	XP_974804	K15759	tca01100	
663675	XP_974804	K15759	tca04070	Phosphatidylinositol signaling system - Tribolium castaneum (red flour beetle)
663676	XP_008191705	K04926		
663677	XP_008192136			
663679	XP_008195847	K09228		
663681	XP_008195216	K12196	tca03250	Viral life cycle - HIV-1 - Tribolium castaneum (red flour beetle)
663681	XP_008195216	K12196	tca03272	Virion - Hepatitis viruses - Tribolium castaneum (red flour beetle)
663681	XP_008195216	K12196	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
663682	XP_008195462	K15127		
663683	XP_008196828			
663684	XP_974813	K08762		
663685	XP_008197342			
663686	XP_008191706			
663687	XP_008192661			
663688	XP_974817	K01409		
663689	XP_008193886			
663690	XP_008194370	K17494		
663691	XP_008195845	K06070		
663692	XP_974821	K04671	tca04350	TGF-beta signaling pathway - Tribolium castaneum (red flour beetle)
663693	XP_015836852	K10348		
663694	XP_015838513	K19970	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
663694	XP_015838513	K19970	tca00240	Pyrimidine metabolism - Tribolium castaneum (red flour beetle)
663694	XP_015838513	K19970	tca00760	Nicotinate and nicotinamide metabolism - Tribolium castaneum (red flour beetle)
663694	XP_015838513	K19970	tca01100	
663694	XP_015838513	K19970	tca01232	Nucleotide metabolism - Tribolium castaneum (red flour beetle)
663695	XP_974824	K08762		
663697	XP_015840468			
663698	XP_974826	K18081	tca00562	Inositol phosphate metabolism - Tribolium castaneum (red flour beetle)
663698	XP_974826	K18081	tca01100	
663698	XP_974826	K18081	tca04070	Phosphatidylinositol signaling system - Tribolium castaneum (red flour beetle)
663699	XP_008190965	K13348	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
663700	XP_008193755	K09405		
